,track_id,name,album,artist,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,key,valence,genre
20,3yk7PJnryiJ8mAPqsrujzf,Location,Playboi Carti,Playboi Carti,78,0.717,0.33,0.79,0.000125,0.518,-4.213,0.2,125.985,11,0.371,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']"
21,1e1JKLEDKP7hEQzJfNAgPl,Magnolia,Playboi Carti,Playboi Carti,80,0.791,0.0114,0.582,0.0,0.35,-7.323,0.286,162.991,11,0.443,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']"
22,1UAmQe8EwpxQ80OfYVD13z,Lookin,Playboi Carti,Playboi Carti,59,0.827,0.0457,0.57,0.0,0.148,-8.22,0.365,148.119,0,0.412,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']"
23,59J5nzL1KniFHnU120dQzt,wokeuplikethis*,Playboi Carti,Playboi Carti,73,0.785,0.0138,0.62,0.0,0.15,-6.667,0.254,78.477,8,0.478,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']"
24,23QyE9GQpXsX9WgEDADMa6,Let It Go,Playboi Carti,Playboi Carti,66,0.684,0.00353,0.53,0.0,0.573,-5.298,0.286,157.017,8,0.55,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']"
25,30sc425JEvj3tgmGAKORea,New Choppa,Playboi Carti,Playboi Carti,66,0.773,0.174,0.605,0.0,0.329,-4.223,0.0579,128.16,0,0.425,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']"
26,5Nq6lLSxphlsA6nQB0KtES,NO. 9,Playboi Carti,Playboi Carti,62,0.885,0.00973,0.607,0.0,0.325,-7.642,0.385,137.887,1,0.391,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']"
27,1KzNsOkpQthVwpCJrADJEQ,dothatshit!,Playboi Carti,Playboi Carti,62,0.746,0.067,0.744,0.0,0.279,-5.56,0.254,162.964,9,0.452,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']"
28,5MUxrNd7Gr2HksLcAlB0IO,Yah Mean,Playboi Carti,Playboi Carti,68,0.777,0.065,0.73,0.0,0.113,-6.324,0.328,162.956,5,0.738,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']"
29,2xyBvir9n474qfsOkxXMgx,Flex,Playboi Carti,Playboi Carti,69,0.75,0.478,0.596,0.0,0.166,-5.569,0.282,130.104,0,0.27,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']"
30,3hDp5jRxvtD31giFGUaE1x,Kelly K,Playboi Carti,Playboi Carti,59,0.715,0.235,0.522,0.0,0.389,-4.69,0.151,158.026,1,0.233,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']"
31,4kjrB4xpcXRiAjLRivGhN2,Broke Boi,Broke Boi,Playboi Carti,58,0.833,0.000893,0.423,2.43e-05,0.135,-10.296,0.383,142.078,1,0.255,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']"
32,0hL9gOw6XBWsygEUcVjxEc,HYAENA,UTOPIA,Travis Scott,75,0.608,0.0305,0.754,0.0,0.119,-5.277,0.0719,97.071,8,0.455,"['hip hop', 'rap', 'slap house']"
33,1PH2MDbcBAU094DlgTIND1,THANK GOD,UTOPIA,Travis Scott,77,0.657,0.254,0.553,0.0,0.129,-7.08,0.0394,134.925,10,0.576,"['hip hop', 'rap', 'slap house']"
34,3KCNiDi9Pza6ZD8FggNoaw,MODERN JAM (feat. Teezo Touchdown),UTOPIA,Travis Scott,72,0.517,0.000564,0.539,1.4e-05,0.537,-6.474,0.038,108.984,9,0.531,"['hip hop', 'rap', 'slap house']"
35,4kjI1gwQZRKNDkw1nI475M,MY EYES,UTOPIA,Travis Scott,86,0.455,0.651,0.621,2.59e-06,0.123,-7.694,0.0517,119.043,0,0.28,"['hip hop', 'rap', 'slap house']"
36,7LSpFCvRZZot2AlmkUzy9k,SIRENS,UTOPIA,Travis Scott,72,0.588,0.0976,0.88,0.000167,0.767,-6.117,0.0747,96.003,9,0.242,"['hip hop', 'rap', 'slap house']"
37,04WxWo7XeVyx22xEsrWRUb,GOD'S COUNTRY,UTOPIA,Travis Scott,71,0.624,0.0229,0.65,1.21e-05,0.145,-5.819,0.0358,150.048,2,0.138,"['hip hop', 'rap', 'slap house']"
38,0OEe83mMZ5kaNw5uZQ7ilG,DELRESTO (ECHOES) (feat. Beyoncé),UTOPIA,Travis Scott,68,0.674,0.461,0.609,0.0,0.328,-6.306,0.045,116.066,2,0.509,"['hip hop', 'rap', 'slap house']"
39,4GL9GMX9t7Qkprvf1YighZ,CIRCUS MAXIMUS (feat. The Weeknd & Swae Lee),UTOPIA,Travis Scott,71,0.682,0.000779,0.764,0.0089,0.373,-6.314,0.0327,125.018,1,0.248,"['hip hop', 'rap', 'slap house']"
40,2Q0aElTZQtEUsoiaQfizu6,PARASAIL (feat. Yung Lean & Dave Chappelle),UTOPIA,Travis Scott,66,0.361,0.858,0.395,0.00356,0.211,-8.51,0.0429,75.923,5,0.208,"['hip hop', 'rap', 'slap house']"
41,0bkV1iQHSxBaksUqgEkcbc,SKITZO (feat. Young Thug),UTOPIA,Travis Scott,73,0.472,0.103,0.551,0.0,0.345,-7.219,0.25,83.25,5,0.347,"['hip hop', 'rap', 'slap house']"
42,7EiUtdeoWcKqLi5ELZCjYf,LOST FOREVER (feat. Westside Gunn),UTOPIA,Travis Scott,69,0.645,0.085,0.803,0.0,0.101,-4.223,0.227,89.499,1,0.314,"['hip hop', 'rap', 'slap house']"
43,1i9lZvlaDdWDPyXEE95aiq,TELEKINESIS (feat. SZA & Future),UTOPIA,Travis Scott,83,0.458,0.575,0.535,0.0,0.168,-4.854,0.0281,82.826,5,0.216,"['hip hop', 'rap', 'slap house']"
44,7wBJfHzpfI3032CSD7CE2m,STARGAZING,ASTROWORLD,Travis Scott,76,0.487,0.00947,0.789,4.05e-06,0.189,-3.69,0.044,150.007,8,0.0564,"['hip hop', 'rap', 'slap house']"
45,7KZ5MMVgBVox9ycroB2UrI,CAROUSEL,ASTROWORLD,Travis Scott,67,0.428,0.229,0.403,0.0,0.22,-5.914,0.209,95.387,5,0.133,"['hip hop', 'rap', 'slap house']"
46,4SZepBIPDRwPaHIjAKwRDb,R.I.P. SCREW,ASTROWORLD,Travis Scott,67,0.607,0.389,0.609,1.6e-05,0.111,-5.978,0.291,74.946,0,0.556,"['hip hop', 'rap', 'slap house']"
47,1xYpVRspgaLxdJLOTQkTjg,STOP TRYING TO BE GOD,ASTROWORLD,Travis Scott,69,0.588,0.221,0.567,0.0,0.135,-3.738,0.0628,150.009,4,0.113,"['hip hop', 'rap', 'slap house']"
48,6OaVWaGfhXn70ZJfdVcabn,NO BYSTANDERS,ASTROWORLD,Travis Scott,72,0.731,0.0204,0.811,0.0,0.411,-3.225,0.0712,147.045,1,0.426,"['hip hop', 'rap', 'slap house']"
49,6NMtzpDQBTOfJwMzgMX0zl,SKELETONS,ASTROWORLD,Travis Scott,76,0.46,0.00146,0.686,0.0,0.375,-5.948,0.0367,148.054,0,0.252,"['hip hop', 'rap', 'slap house']"
50,11kDth1aKUEUMq9r1pqyds,5% TINT,ASTROWORLD,Travis Scott,80,0.712,0.173,0.481,0.0,0.241,-5.415,0.0487,140.0,4,0.062,"['hip hop', 'rap', 'slap house']"
51,6BJbOXDlgVAXSaq6wYFYT2,NC-17,ASTROWORLD,Travis Scott,66,0.804,0.0678,0.763,0.0,0.368,-5.48,0.0519,136.052,2,0.0585,"['hip hop', 'rap', 'slap house']"
52,4MXhiYIRDMGAuvZc5IFTwC,ASTROTHUNDER,ASTROWORLD,Travis Scott,79,0.7,0.142,0.46,4.81e-05,0.111,-8.111,0.0661,151.901,4,0.286,"['hip hop', 'rap', 'slap house']"
53,7lAK3oHbfEnvUQWosrMMpR,YOSEMITE,ASTROWORLD,Travis Scott,74,0.785,0.283,0.554,3.4e-06,0.116,-6.571,0.0409,128.047,0,0.144,"['hip hop', 'rap', 'slap house']"
54,27a1mYSG5tYg7dmEjWBcmL,CAN'T SAY,ASTROWORLD,Travis Scott,77,0.702,0.201,0.708,0.0,0.118,-5.366,0.0547,147.98,10,0.713,"['hip hop', 'rap', 'slap house']"
55,4KYS9GK68yeuUJ8vJfPxrq,WHO? WHAT!,ASTROWORLD,Travis Scott,68,0.834,0.0462,0.731,0.0,0.0731,-5.603,0.0566,140.001,10,0.681,"['hip hop', 'rap', 'slap house']"
56,58TaFP5j5i9swOf584yon2,HOUSTONFORNICATION,ASTROWORLD,Travis Scott,69,0.689,0.0985,0.723,0.0,0.158,-4.052,0.0836,160.042,0,0.288,"['hip hop', 'rap', 'slap house']"
57,6vnfObZ4Ys70SBAtti1xZ9,COFFEE BEAN,ASTROWORLD,Travis Scott,70,0.81,0.0862,0.582,0.00681,0.207,-5.098,0.125,95.004,5,0.503,"['hip hop', 'rap', 'slap house']"
58,33zbOXJSwW7uf4VXXWow2O,the ends,Birds In The Trap Sing McKnight,Travis Scott,65,0.585,0.0661,0.737,0.0,0.0904,-4.121,0.191,171.853,4,0.0497,"['hip hop', 'rap', 'slap house']"
59,2Zy7XVdxyZQB8xp5xbpJdl,way back,Birds In The Trap Sing McKnight,Travis Scott,66,0.396,0.222,0.554,0.0,0.612,-5.048,0.0488,117.384,0,0.17,"['hip hop', 'rap', 'slap house']"
60,7pas6O1LYbaeChEFQBhPFU,coordinate,Birds In The Trap Sing McKnight,Travis Scott,64,0.688,0.105,0.658,1.89e-06,0.335,-4.155,0.0695,75.615,1,0.28,"['hip hop', 'rap', 'slap house']"
61,1Ci4wASMY4xtKVMeHA6Sd5,through the late night,Birds In The Trap Sing McKnight,Travis Scott,66,0.744,0.36,0.589,0.0,0.119,-1.218,0.0359,127.051,5,0.242,"['hip hop', 'rap', 'slap house']"
62,0ESJlaM8CE1jRWaNtwSNj8,beibs in the trap,Birds In The Trap Sing McKnight,Travis Scott,69,0.743,0.24,0.571,0.0,0.291,-6.054,0.145,119.054,7,0.495,"['hip hop', 'rap', 'slap house']"
63,4gh0ZnHzaTMT1sDga7Ek0N,sdp interlude,Birds In The Trap Sing McKnight,Travis Scott,82,0.507,0.599,0.586,0.0544,0.118,-8.15,0.0586,108.164,0,0.588,"['hip hop', 'rap', 'slap house']"
64,01Ch5LzVStxCFPKkT1xg6k,sweet sweet,Birds In The Trap Sing McKnight,Travis Scott,64,0.733,0.0859,0.578,1.19e-06,0.403,-5.245,0.0417,142.028,0,0.447,"['hip hop', 'rap', 'slap house']"
65,6wwruKU956ldDyz55DZTt1,first take,Birds In The Trap Sing McKnight,Travis Scott,59,0.423,0.015,0.536,0.0,0.095,-3.8,0.16,71.313,7,0.0895,"['hip hop', 'rap', 'slap house']"
66,20dP2DaMHIAmwWAbp7peSr,pick up the phone,Birds In The Trap Sing McKnight,Travis Scott,70,0.711,0.114,0.739,0.0,0.226,-3.804,0.129,136.919,7,0.43,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']"
67,1cZlBZwnwGPtYeRIeQcoFh,wonderful,Birds In The Trap Sing McKnight,Travis Scott,64,0.769,0.0737,0.569,0.0,0.0571,-5.591,0.0786,146.062,1,0.612,"['hip hop', 'rap', 'slap house']"
68,2QeQNF182V61Im0QpjdVta,Pornography,Rodeo,Travis Scott,65,0.625,0.105,0.648,0.0,0.712,-5.887,0.117,129.065,11,0.342,"['hip hop', 'rap', 'slap house']"
69,2rMFawCg4BW65jzbwztXAV,Oh My Dis Side (feat. Quavo),Rodeo,Travis Scott,66,0.459,0.352,0.623,0.0,0.131,-4.45,0.0489,126.014,1,0.205,"['hip hop', 'rap', 'slap house']"
70,1SGt65i9AnXYdDQt1AtDRH,3500 (feat. Future & 2 Chainz),Rodeo,Travis Scott,71,0.781,0.113,0.595,2.48e-06,0.13,-6.069,0.155,123.973,8,0.338,"['hip hop', 'rap', 'slap house']"
71,51EC3I1nQXpec4gDk0mQyP,90210 (feat. Kacy Hill),Rodeo,Travis Scott,81,0.402,0.113,0.527,8.48e-06,0.105,-6.737,0.0917,81.42,9,0.31,"['hip hop', 'rap', 'slap house']"
72,3xby7fOyqmeON8jsnom0AT,Nightcrawler (feat. Swae Lee & Chief Keef),Rodeo,Travis Scott,83,0.522,0.0013,0.731,0.0,0.132,-3.803,0.0325,124.055,3,0.179,"['hip hop', 'rap', 'slap house']"
73,5H25xsIuRWUI8GwcoAoeSG,Piss On Your Grave (feat. Kanye West),Rodeo,Travis Scott,60,0.553,0.00789,0.54,1.04e-06,0.158,-5.687,0.0904,116.876,1,0.162,"['hip hop', 'rap', 'slap house']"
74,6Yqmv7XJLCrQEauMbPGZSw,Maria I'm Drunk (feat. Justin Bieber & Young Thug),Rodeo,Travis Scott,72,0.648,0.38,0.631,0.0,0.12,-5.662,0.104,105.989,4,0.142,"['hip hop', 'rap', 'slap house']"
75,0IabpxMpUV7waD7U4uDIMJ,Impossible,Rodeo,Travis Scott,66,0.497,0.392,0.465,2.52e-05,0.603,-8.529,0.158,147.949,3,0.295,"['hip hop', 'rap', 'slap house']"
76,6scpNkWEmUxmKY7nYjVLsX,Apple Pie,Rodeo,Travis Scott,70,0.656,0.0335,0.496,0.0,0.156,-4.139,0.0364,137.932,3,0.28,"['hip hop', 'rap', 'slap house']"
77,0MRZ9nMoLc7qQ8Nhovv8C8,Ok Alright (feat. ScHoolboy Q),Rodeo,Travis Scott,59,0.53,0.141,0.661,0.00018,0.123,-5.507,0.083,122.482,8,0.149,"['hip hop', 'rap', 'slap house']"
78,3jg8bevUzKYONDLBBQquif,Never Catch Me,Rodeo,Travis Scott,59,0.511,0.0114,0.521,0.0233,0.167,-8.341,0.0332,99.058,6,0.126,"['hip hop', 'rap', 'slap house']"
79,6uJONCdr2rC65BNmCnTBWK,GANG GANG,JACKBOYS,JACKBOYS,65,0.859,0.071,0.6,0.0,0.353,-4.63,0.301,123.017,7,0.568,['pop rap']
80,7LGWmZaoS7jZJ5tEi9EcDi,HAD ENOUGH (feat. Quavo & Offset),JACKBOYS,JACKBOYS,62,0.75,0.253,0.789,0.0,0.129,-4.578,0.108,147.957,2,0.673,"['pop rap', 'rap', 'trap']"
81,40mjsnRjCpycdUw3xhS20g,GATTI,JACKBOYS,JACKBOYS,73,0.594,0.135,0.676,0.0,0.163,-5.808,0.344,143.477,2,0.472,['pop rap']
82,4AO1XhrgJczQ9bNVxdfKQe,WHAT TO DO? (feat. Don Toliver),JACKBOYS,JACKBOYS,68,0.643,0.0695,0.594,1.46e-05,0.115,-5.191,0.0312,118.037,9,0.195,['pop rap']
83,7g7raxdQpiLZT7aOlib4S1,Motorcycle Patches,"Huncho Jack, Jack Huncho",Huncho Jack,58,0.868,0.0158,0.657,0.0,0.0995,-4.853,0.113,162.867,8,0.436,"['melodic rap', 'trap']"
84,3SEd8nPd8MpGwk6ZZ8tk2j,Mamacita (feat. Rich Homie Quan & Young Thug),Mamacita (feat. Rich Homie Quan & Young Thug),Travis Scott,64,0.823,0.0146,0.768,1.03e-06,0.127,-6.21,0.0819,115.021,11,0.216,"['hip hop', 'rap', 'slap house']"
85,3a36nM6fPVA8K1vqq6d03o,x2,Pink Tape,Lil Uzi Vert,60,0.64,0.00467,0.891,0.0,0.132,-4.639,0.135,148.054,10,0.449,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']"
86,6kQF79mjbOkvuRvg0J2XZv,Died and Came Back,Pink Tape,Lil Uzi Vert,54,0.674,0.149,0.669,0.0,0.56,-5.079,0.0803,132.098,1,0.431,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']"
87,1pDbGAAH5GQ8U0KG4fI77H,Spin Again,Pink Tape,Lil Uzi Vert,62,0.619,0.0268,0.606,0.0,0.375,-4.252,0.0784,140.023,1,0.0669,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']"
88,3lcfs9Qjfxzy00VSVkixDv,I Gotta,Pink Tape,Lil Uzi Vert,59,0.818,0.209,0.51,0.0,0.211,-7.05,0.408,129.057,2,0.416,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']"
89,02Mqx9HzVRyfdCUpPNR6N3,Fire Alarm (feat. Snow Strippers),Pink Tape,Lil Uzi Vert,55,0.603,0.0513,0.772,0.000141,0.114,-3.953,0.039,130.996,8,0.0632,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']"
90,65kp3OFn7JXbCvkm3m2Ui2,Two®,Luv Is Rage 2,Lil Uzi Vert,59,0.266,0.424,0.642,0.0,0.0943,-5.133,0.0694,75.022,7,0.0371,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']"
91,1uL78kFWxhz3umTMWJu8n5,Sauce It Up,Luv Is Rage 2,Lil Uzi Vert,64,0.813,0.0715,0.528,0.0,0.125,-6.305,0.313,79.532,6,0.131,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']"
92,3tcoEYOZUHKB3RKNByIN13,For Real,Luv Is Rage 2,Lil Uzi Vert,53,0.902,0.159,0.673,0.0,0.289,-7.481,0.458,132.066,4,0.615,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']"
93,5Y3Tj0wJhKAaPbwWxXxZGS,Feelings Mutual,Luv Is Rage 2,Lil Uzi Vert,52,0.585,0.105,0.691,0.0,0.088,-6.015,0.259,125.978,0,0.349,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']"
94,2O1qYJTA2BI5ypFFqEZhh4,Early 20 Rager,Luv Is Rage 2,Lil Uzi Vert,49,0.651,0.0209,0.68,0.0,0.381,-6.057,0.0647,127.001,8,0.092,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']"
95,14nAQy3fHVzDb7LKxpS7Ld,Pretty Mami,Luv Is Rage 2,Lil Uzi Vert,53,0.697,0.409,0.531,0.0,0.142,-5.527,0.0402,139.972,10,0.621,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']"
96,0uxSUdBrJy9Un0EYoBowng,20 Min,Luv Is Rage 2 (Deluxe),Lil Uzi Vert,81,0.773,0.109,0.75,0.0,0.174,-4.009,0.117,123.426,8,0.783,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']"
97,4SnlSaLJJ7reJMCHM5YUuX,Lotus,Eternal Atake (Deluxe) - LUV vs. The World 2,Lil Uzi Vert,52,0.802,0.24,0.748,0.0,0.165,-5.708,0.207,150.063,8,0.516,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']"
98,0IpnZchq8ek2A6pGEP2Qb1,Bean (Kobe) [feat. Chief Keef],Eternal Atake (Deluxe) - LUV vs. The World 2,Lil Uzi Vert,62,0.733,0.0129,0.567,0.0,0.382,-6.718,0.319,75.491,0,0.319,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']"
99,59JWp4PjZ9TRM8cmtaDYB1,Yessirskiii,Eternal Atake (Deluxe) - LUV vs. The World 2,Lil Uzi Vert,66,0.895,0.0183,0.739,7.61e-06,0.102,-6.633,0.283,140.007,8,0.763,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']"
100,742ldXChILBv6QeqaXoOWi,555 (feat. KESI),Kiko Club,Gilli,65,0.529,0.0258,0.846,0.0,0.303,-4.302,0.317,189.61,1,0.682,"['danish hip hop', 'danish pop']"
101,4FXxjGxNBIPmDnOU1VFq8x,I LIKE 2 MOVE IT (feat. ABCITOO),I LIKE 2 MOVE IT (feat. ABCITOO),Xabski,39,0.84,0.0661,0.501,0.0,0.0911,-8.877,0.537,159.944,6,0.845,['danish hip hop']
102,09N9LGyKqWlLViq2bQjFxR,Vågen (Artigeardit X Lamin),Vågen (Artigeardit X Lamin),Artigeardit,57,0.891,0.00311,0.663,5.47e-05,0.113,-5.816,0.117,118.961,1,0.523,"['danish hip hop', 'danish pop']"
103,5dNSfOZb6AlEF0Xg6C970o,Uden Dig,Dansktop,Ukendt Kunstner,62,0.732,0.31,0.737,0.000223,0.0906,-7.234,0.115,163.084,1,0.88,"['danish hip hop', 'danish pop']"
104,19Lap3pvucrN4aEBmmBZRn,2 Kanoner,2 Kanoner,Merro8,58,0.776,0.292,0.707,0.0,0.174,-5.43,0.104,130.083,9,0.82,['danish hip hop']
105,2GajeoOS17ifAmYX8xxPZw,Ibiza,Mere End Musik,Benny Jamz,56,0.882,0.125,0.727,0.0,0.113,-6.539,0.259,133.131,9,0.407,"['danish hip hop', 'danish pop']"
106,4vAReYtMpAAFK6cyTE8WkZ,Buongiorno,Buongiorno,KIDD,51,0.707,0.107,0.6,0.0,0.105,-8.398,0.19,86.647,7,0.577,"['danish hip hop', 'danish pop']"
107,0qA2qykpcGdVl3tiiYum4g,Blå Himmel (feat. Hans Philip),BO4L,KESI,57,0.743,0.2,0.529,0.0,0.244,-5.292,0.107,102.027,3,0.505,"['danish hip hop', 'danish pop']"
108,7L1iGQd5UL3uXeZsjqj6rm,Dejlig,Dejlig,Jimilian,41,0.845,0.124,0.572,0.0,0.0918,-7.692,0.14,105.03,7,0.61,"['danish hip hop', 'danish pop']"
109,4by3u0nqYuaG7pNURaChpM,Billige Bajer,Billige Bajer,De Danske Hyrder,46,0.749,0.292,0.528,0.0,0.166,-5.174,0.0462,85.021,1,0.707,"['danish hip hop', 'danish pop']"
110,3reZOTzI0LJLpFNoxWzSzA,15 år,DDH,De Danske Hyrder,45,0.513,0.199,0.649,0.0,0.0849,-5.143,0.324,86.116,2,0.55,"['danish hip hop', 'danish pop']"
111,7iuM7vnvSjX9qqcuFtij1T,føler mig selv 100,føler mig selv 100,andreas odbjerg,51,0.811,0.268,0.516,0.000637,0.0861,-6.96,0.0321,112.937,0,0.451,"['danish pop', 'scandinavian r&b']"
112,64NE79ro3Tys4qbek51rBP,Bare Dans,Bare Dans,KIDD,44,0.937,0.0319,0.576,0.0,0.116,-6.034,0.186,115.121,6,0.873,"['danish hip hop', 'danish pop']"
113,0NnmpMt8M9mthgrfuerLfD,Sol Over København (feat. KESI),BOIS FOREVER,Citybois,46,0.755,0.0147,0.592,0.0,0.111,-6.705,0.0349,100.022,4,0.446,"['danish hip hop', 'danish pop']"
